Title,Status,Tags,"Sign date","Sign year","Counterpart (original)","Counterpart ISO","Counterpart SPA","Counterpart ENG","Region SPA","Region ENG"
"Acta de Constitución de la Comisión Parlamentaria Conjunta Argentino-Chilena",Vigente,"Comisión Mixta
Parlamento",01/08/1991,1991,Chile,CHL,Chile,Chile,América,America
"Acuerdo entre la República Argentina y la República de Chile para la Cooperación entre la Gendarmería Nacional Argentina y Carabineros de Chile",Vigente,"Comunicaciones
Cooperación
Fronteras
Ilícitos transnacionales
Medio Ambiente
Policía
Seguridad",02/08/1991,1991,Chile,CHL,Chile,Chile,América,America
"Acuerdo entre la República Argentina y la República de Chile para precisar el Límite en la Zona comprendida entre el Monte Fitz Roy y el Cerro Daudet","No está en vigor","Fronteras
Límites
Territorio",02/08/1991,1991,Chile,CHL,Chile,Chile,América,America
"Acuerdo por canje de notas Argentino-Chileno ampliando el Convenio de 1947 para el Ingreso Turístico a Residentes Extranjeros",Vigente,"Fronteras
Pasaportes
Residencia y nacionalidad
Tratados
Turismo
Visas",02/08/1991,1991,Chile,CHL,Chile,Chile,América,America
"Convenio de Cooperación Científica y Técnica entre el Instituto Nacional de Tecnología Agropecuaria (INTA) de la República Argentina y el Instituto de Investigaciones Agropecuarias (INIA) de la República de Chile",Extinguido,"Agropecuario
Capacitación
Cursos y seminarios
Intercambio de expertos
Interinstitucionales
Investigación
Tecnología
Transferencia de tecnología",02/08/1991,1991,Chile,CHL,Chile,Chile,América,America
"Declaración Presidencial Conjunta Argentino-Chilena",,"ALADI
Comercio
Consultas
Cooperación técnica
Educación
Energía
Fitosanitarios
Fronteras
Gas
Infraestructura
Integración económica
Integración física
Límites
Medio Ambiente
Minería
Pacificación
Petróleo
Promoción comercial
Promoción y protección de inversiones
Relaciones exteriores
Salud
Salud animal
Solución de controversias
Telecomunicaciones
Trabajo
Transporte
Transporte por agua
Turismo",02/08/1991,1991,Chile,CHL,Chile,Chile,América,America
"Declaración Presidencial sobre Límites entre la República Argentina y la República de Chile - 3 anexos",,"Arbitraje
Comisión Mixta
Fronteras
Límites
Pacificación
Soberanía
Solución de controversias
Territorio",02/08/1991,1991,Chile,CHL,Chile,Chile,América,America
"Memorandum de Entendimiento Argentino-Chileno sobre Integración Física y Facilitación Fronteriza",Vigente,"Aduanas
Automotores
Comisión Mixta
Comunicaciones
Fronteras
Infraestructura
Integración física
Migraciones
Pagos
Policía
Seguridad
Transporte
Turismo",02/08/1991,1991,Chile,CHL,Chile,Chile,América,America
"Protocolo Específico Adicional  sobre Protección del Medio Ambiente Antártico entre la República Argentina y la República de Chile",Vigente,"Antártida
Capacitación
Consultas
Cooperación
Cooperación técnica
Cultura, Ciencia Y Técnica
Desechos peligrosos
Investigación
Medio Ambiente
Recursos naturales
Reservas naturales
Residuos
Seguridad",02/08/1991,1991,Chile,CHL,Chile,Chile,América,America
"Protocolo Específico Adicional al Tratado sobre Medio Ambiente del 2 de agosto de 1991 sobre Recursos Hídricos Compartidos entre la República Argentina y la República de Chile",Vigente,"Agua
Cooperación técnica
Cursos y seminarios
Investigación
Medio Ambiente
Recursos hídricos",02/08/1991,1991,Chile,CHL,Chile,Chile,América,America
"Tratado entre la República Argentina y la República de Chile sobre Medio Ambiente",Vigente,"Agua
Antártida
Comisión Mixta
Cooperación técnica
Cursos y seminarios
Desarrollo sustentable
Desechos peligrosos
Diversidad biológica
Flora y Fauna
Investigación
Medio Ambiente
Recursos naturales
Reservas naturales",02/08/1991,1991,Chile,CHL,Chile,Chile,América,America
"Tratado entre la República Argentina y la República de Chile sobre Promoción y Protección Recíproca de Inversiones",Extinguido,"Inversiones
Promoción y protección de inversiones
Tratamiento de Nación más favorecida
Trato nacional",02/08/1991,1991,Chile,CHL,Chile,Chile,América,America
"Acuerdo por canje de notas para la donación de 50.000.000 yens destinados al suministro de equipos de iluminación y audiovisuales para el Museo de Ciencias Naturales de La Plata",Vigente,"Cooperación
Cultura, Ciencia Y Técnica
Finanzas",05/08/1991,1991,Japón,JPN,Japón,Japan,"Asia y Oceanía","Asia and Oceania"
"CONVENIO DE COLABORACION ENTRE LA COMISION REGIONAL DEL RIO BERMEJO (COREBE) Y LA EMPRESA SOVIETICA HIDROPROYECT",Extinguido,"Cooperación
Cooperación técnica
Interinstitucionales",05/08/1991,1991,"Unión Soviética (URSS)",RUS,Rusia,Russia,Europa,Europe
"Acuerdo entre la Comisión Nacional de Actividades Espaciales de la Republica Argentina y la Administración Nacional de Aeronáutica y del Espacio de los Estados Unidos de América para la Cooperación en el uso civil del Espacio",Extinguido,"Aeronáutica
Asuntos espaciales
Cooperación técnica
Espacio Ultraterrestre
Interinstitucionales",06/08/1991,1991,"Estados Unidos de América",USA,"Estados Unidos","United States",América,America
"Acuerdo Específico entre el Gobierno de la República Argentina y el Gobierno de los Estados Unidos de América para la Realización de un estudio de factibilidad para la Inversión Minera en la República Argentina.",Vigente,"Inversiones
Minería",06/08/1991,1991,"Estados Unidos de América",USA,"Estados Unidos","United States",América,America
"Acuerdo Específico entre el Gobierno de la República Argentina y el Gobierno de los Estados Unidos de América para la Realización de un programa de Cooperación para el desarrollo del turismo",Vigente,"Cooperación
Turismo",06/08/1991,1991,"Estados Unidos de América",USA,"Estados Unidos","United States",América,America
"Memorándum de Entendimiento entre la Secretaría de Estado de Ciencia y Tecnología de la República Argentina y la Administración Nacional Aeronáutica y Espacio de los Estados Unidos de América concerniente a la Misión de Astrofísica SAC-B utilizando un satélite de Ingeniería",Vigente,"Asuntos espaciales
Cooperación técnica
Espacio Ultraterrestre
Interinstitucionales",06/08/1991,1991,"Estados Unidos de América",USA,"Estados Unidos","United States",América,America
"Notas por las que se restablecen las Relaciones Diplomáticas entre la República Argentina y la República de Sudáfrica",,"Relaciones diplomáticas",08/08/1991,1991,Sudáfrica,ZAF,Sudáfrica,"South Africa","África y Medio Oriente","Africa and Middle East"
"Acuerdo de Cooperación Turística entre el Gobierno de la República Argentina y el Gobierno de la República del Paraguay","No está en vigor","Becas
Comisión Mixta
Comunicaciones
Cooperación
Educación
Empresas
Exposiciones
Intercambio de expertos
Inversiones
Publicidad
Turismo",12/08/1991,1991,Paraguay,PRY,Paraguay,Paraguay,América,America
"Acuerdo por canje de notas  entre la República Argentina y la República Federativa del Brasil estableciendo un Sistema de Control Integrado Fronterizo que funcionará en forma experimental - Puente Tancredo Neves entre Puerto Iguazú y Foz do Iguazú",Vigente,"Aduanas
Cooperación
Fronteras
Seguridad",20/08/1991,1991,Brasil,BRA,Brasil,Brazil,América,America
"Acuerdo por canje de notas entre la República Argentina y la República Federativa del Brasil creando un Grupo de Trabajo en relación al Puente sobre el Río Peperí-Guazú entre San Pedro y San Miguel do Oeste",Vigente,"Cooperación técnica
Forestación
Infraestructura
Límites
Medio Ambiente",20/08/1991,1991,Brasil,BRA,Brasil,Brazil,América,America
"Acuerdo por canje de notas entre la República Argentina y la República Federativa del Brasil para la creación de un grupo de Trabajo de Cooperación Fronteriza",Vigente,"Cooperación técnica
Fronteras",20/08/1991,1991,Brasil,BRA,Brasil,Brazil,América,America
"Acuerdo sobre Cooperación Judicial en Materia Civil, Comercial, Laboral y Administrativa entre el Gobierno de la República Argentina y el Gobierno de la República Federativa del Brasil",Vigente,"Asistencia judicial
Cooperación
Legalizaciones",20/08/1991,1991,Brasil,BRA,Brasil,Brazil,América,America
"Acuerdo sobre el ejercicio de Actividades remuneradas por parte de Familiares a Cargo del Personal Diplomático, Consular, Administrativo y Técnico entre la República Argentina y la República Federativa del Brasil",Vigente,"Derecho diplomático
Trabajo
Trabajo de familiares",20/08/1991,1991,Brasil,BRA,Brasil,Brazil,América,America
"Comunicado Conjunto Presidencial entre la República Argentina y la República Federativa del Brasil",,"Comercio
Educación
Empresas
Energía nuclear
Integración económica
Integración física
Inversiones
Medio Ambiente
Narcotráfico
Recursos hídricos
Solución de controversias",20/08/1991,1991,Brasil,BRA,Brasil,Brazil,América,America
"Memorándum de Intención en el ámbito del Desarrollo Regional entre la República Argentina y la República Federativa del Brasil",Vigente,"Cooperación
Desarrollo
Integración económica
Investigación y desarrollo",20/08/1991,1991,Brasil,BRA,Brasil,Brazil,América,America
"Protocolo Adicional sobre Privilegios e Inmunidades al Acuerdo para el Uso exclusivamente Pacífico de la Energía Nuclear entre la República Argentina y la República Federativa del Brasil",Vigente,"Energía nuclear
Exenciones
Privilegios e inmunidades",20/08/1991,1991,Brasil,BRA,Brasil,Brazil,América,America
"Acuerdo Específico entre el Gobierno de la República Argentina y el Gobierno de los Estados Unidos de América para la realización de un Estudio de factibilidad sobre el tratamiento de desechos peligrosos en la Provincia de Buenos Aires",Vigente,"Cooperación técnica
Medio Ambiente
Provincias argentinas",22/08/1991,1991,"Estados Unidos de América",USA,"Estados Unidos","United States",América,America
"Acta de Constitución del Comité de Frontera Argentino-Chileno ""NOA-Norte Grande""",Vigente,"Comisión Mixta
Fronteras
Límites",23/08/1991,1991,Chile,CHL,Chile,Chile,América,America
"Acta de Constitución del Comité de Frontera Argentino-Chileno ""Región de Los Lagos""",Vigente,"Comisión Mixta
Fronteras
Territorio",23/08/1991,1991,Chile,CHL,Chile,Chile,América,America
"Convenio entre la República Argentina y el Reino Unido de Gran Bretaña e Irlanda del Norte sobre Mutua Asistencia Judicial contra el Tráfico Ilícito de Drogas",Vigente,"Asistencia judicial
Drogas
Narcotráfico",27/08/1991,1991,"Reino Unido de G. Bretaña e Irlanda del N",GBR,"Reino Unido","United Kingdom",Europa,Europe
"Acuerdo por Canje de Notas entre el gobierno de la República Argentina y el gobierno de los Estados Unidos de América  para el establecimiento de oficinas del Cuerpo Paz",Vigente,"Cooperación
Pacificación",30/08/1991,1991,"Estados Unidos de América",USA,"Estados Unidos","United States",América,America
"Acuerdo de Consolidación de Deuda entre el Gobierno de la República Argentina y el Gobierno del Reino de Dinamarca",Vigente,Deuda,03/09/1991,1991,Dinamarca,DNK,Dinamarca,Denmark,Europa,Europe
"Convenio entre el gob. de la rep. argentina y el gob. de la rep. de el salvador para la creación de una Comisión Mixta de Cooperación Bilateral",Vigente,"Comisión Mixta
Consultas
Cooperación",04/09/1991,1991,"El Salvador",SLV,"El Salvador","El Salvador",América,America
"Convenio sobre Prevención del Uso Indebido y Represión del Tráfico Ilícito de Estupefacientes y Sustancias Sicotrópicas entre el Gobierno de la República Argentina y el Gobierno de la República de El Salvador",Vigente,"Asuntos penales y ética
Crimen organizado
Drogas
Ilícitos transnacionales
Narcotráfico",04/09/1991,1991,"El Salvador",SLV,"El Salvador","El Salvador",América,America
"Declaración Conjunta de los Presidentes de la rep. argentina y de la rep. de el salvador",,"ALADI
Cooperación
Integración económica
Integración Iberoamericana
MERCOSUR
Narcotráfico",04/09/1991,1991,"El Salvador",SLV,"El Salvador","El Salvador",América,America
"Declaración Conjunta entre Argentina, Brasil y Chile sobre la Prohibición Completa de Armas Químicas y Biológicas - Compromiso de Mendoza",,"Armamento
Cooperación técnica
Desarme
Seguridad
Tecnología",05/09/1991,1991,Chile,CHL,Chile,Chile,América,America
"Programa Ejecutivo del Acuerdo Cultural y Científico del 28.6.1972 entre el Gobierno de la República Argentina y el Gobierno de la República Árabe de Egipto",Extinguido,"Cooperación
Cultura, Ciencia Y Técnica",07/09/1991,1991,Egipto,EGY,Egipto,Egypt,"África y Medio Oriente","Africa and Middle East"
"Memorándum de entendimiento entre el gobierno de la República Argentina y el gobierno de los Estados Unidos de América para reducir la demanda e impedir el consumo y combatir la producción y el tráfico ilícito de estupefacientes y sustancias psicotrópicas",Vigente,"Cooperación
Drogas
Narcotráfico",09/09/1991,1991,"Estados Unidos de América",USA,"Estados Unidos","United States",América,America
"Reconocimiento de la República de Estonia como Nación Libre e Independiente",,"Reconocimiento de Estados",10/09/1991,1991,Estonia,EST,Estonia,Estonia,Europa,Europe
"Reconocimiento de la República de Letonia como Nación Libre e Independiente",,"Reconocimiento de Estados",10/09/1991,1991,Letonia,LVA,Letonia,Latvia,Europa,Europe
"Reconocimiento de la República de Lituania como Nación Libre e Independiente por parte del Gobierno de la República Argentina",,"Reconocimiento de Estados",10/09/1991,1991,Lituania,LTU,Lituania,Lithuania,Europa,Europe
"Acuerdo por canje de notas entre el Gobierno de la República Argentina y el Gobierno de la República de Bolivia creando una Subcomisión Binacional para el Aprovechamiento de los recursos de la Alta Cuenca del Río Bermejo y del Río Grande de Tarija",Vigente,"Cooperación
Recursos hídricos
Transporte por agua",12/09/1991,1991,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Proyecto Convenio de Cooperación entre la Universidad de Santiago de Compostela y la Universidad Nacional del Sur",,"Asuntos académicos
Cultura, Ciencia Y Técnica
Interinstitucionales
Provincias argentinas
Universidades",13/09/1991,1991,España,ESP,España,Spain,Europa,Europe
"Acuerdo por Canje de Notas entre el Gobierno de la Republica Argentina y el Gobierno de la Republica Federal de Alemania sobre el Proyecto ""Ensayo y Demostración de Bombas Fotovoltáicas""",Vigente,"Agua
Cooperación técnica
Cultura, Ciencia Y Técnica
Provincias argentinas
Tecnología",20/09/1991,1991,"Alemania, República Federal de",DEU,Alemania,Germany,Europa,Europe
"Entendimiento entre el Gobierno de la República Argentina y el Gobierno de los Estados Unidos de América en Materia de Subsidios y Derechos Compensatorios",Vigente,"Comercio
Economía",20/09/1991,1991,"Estados Unidos de América",USA,"Estados Unidos","United States",América,America
"Carta de Acuerdo Operacional entre el Centro de Control Aéreo de Comodoro Rivadavia y la Unidad de Servicios de Tránsito Aéreo del Aeropuerto de Monte Agradable, Islas Malvinas",Vigente,"Interinstitucionales
Malvinas
Transporte aéreo",25/09/1991,1991,"Reino Unido de G. Bretaña e Irlanda del N",GBR,"Reino Unido","United Kingdom",Europa,Europe
"Declaración Conjunta de los Gobiernos de la Argentina y del Reino Unido","Vigente con Modificaciones","Atlántico Sur",25/09/1991,1991,"Reino Unido de G. Bretaña e Irlanda del N",GBR,"Reino Unido","United Kingdom",Europa,Europe
"Declaración del Gobierno de la República Argentina y del Gobierno de la República de Lituania sobre establecimiento de Relaciones Diplomáticas",,"Relaciones diplomáticas",25/09/1991,1991,Lituania,LTU,Lituania,Lithuania,Europa,Europe
"Declaración sobre establecimiento de Relaciones Diplomáticas entre la República Argentina y la República de Letonia",,"Relaciones diplomáticas",26/09/1991,1991,Letonia,LVA,Letonia,Latvia,Europa,Europe
"Comunicado Conjunto sobre Establecimiento de Relaciones Diplomáticas entre la República Argentina y la República de Estonia",,"Relaciones diplomáticas",27/09/1991,1991,Estonia,EST,Estonia,Estonia,Europa,Europe
"Memorándum de Entendimiento entre el gobierno de la República Argentina y el gobierno del los Estados Unidos de América para el Mejoramiento del Centro de Inteligencia Comando Conjunto de la Argentina, para reducir la demanda, impedir el consumo y combatir la producción y tráfico ilícito de estupefacientes y sustancias psicotrópicas",Vigente,"Cooperación
Narcotráfico",30/09/1991,1991,"Estados Unidos de América",USA,"Estados Unidos","United States",América,America
"Modificación del Memorandum de Entendimiento del 9-9-1991 entre el gobierno de la República Argentina y el gobierno de los Estados Unidos de América",Vigente,"Cooperación
Drogas
Narcotráfico",30/09/1991,1991,"Estados Unidos de América",USA,"Estados Unidos","United States",América,America
"Acuerdo para la Promoción y la Protección Recíproca de Inversiones entre la República Argentina y el Reino de España y Protocolo",Vigente,"Inversiones
Promoción y protección de inversiones",03/10/1991,1991,España,ESP,España,Spain,Europa,Europe
"Acuerdo Comercial entre el Gobierno de la República Argentina y el Gobierno de la República de Túnez",Vigente,"Aduanas
Comercio
Ferias y exposiciones
Impuestos
Inversiones
Reciprocidad",08/10/1991,1991,Túnez,TUN,Túnez,Tunisia,"África y Medio Oriente","Africa and Middle East"
"Programa de Cooperación Cultural entre la República Argentina y la República de Túnez para los años 1992-1993",Extinguido,"Cooperación
Cultura, Ciencia Y Técnica",08/10/1991,1991,Túnez,TUN,Túnez,Tunisia,"África y Medio Oriente","Africa and Middle East"
"Programa Ejecutivo de Cooperación Científica y Técnica entre la República Argentina y la República de Túnez en el Campo Agrícola para los años 1992-1994",Extinguido,"Cooperación
Cultura, Ciencia Y Técnica",08/10/1991,1991,Túnez,TUN,Túnez,Tunisia,"África y Medio Oriente","Africa and Middle East"
"Acuerdo interinstitucional de cooperación técnica entre el Consejo Nacional del Deporte de la República Argentina y la Dirección General de Educación Física y Deporte de la República de Costa Rica",Vigente,"Cooperación
Deporte
Educación
Interinstitucionales",21/10/1991,1991,"Costa Rica",CRI,"Costa Rica","Costa Rica",América,America
"Acuerdo Comercial entre el Gobierno de la República Argentina y el Gobierno de la República de Guinea-Bissau","No está en vigor","Aduanas
Comercio
Desarrollo
Inversiones
Promoción comercial
Promoción y protección de inversiones
Reciprocidad",24/10/1991,1991,Guinea-Bissau,GNB,Guinea-Bissau,Guinea-Bissau,"África y Medio Oriente","Africa and Middle East"
"Acuerdo General de Cooperación Científica, Técnica y Cultural entre el Gobierno de la República Argentina y el Gobierno de la República de Guinea-Bissau","No está en vigor","Cooperación
Cooperación técnica",24/10/1991,1991,Guinea-Bissau,GNB,Guinea-Bissau,Guinea-Bissau,"África y Medio Oriente","Africa and Middle East"
"Comunicado Conjunto de las Repúblicas Argentina y de Guinea-Bissau",,"Relaciones diplomáticas",24/10/1991,1991,Guinea-Bissau,GNB,Guinea-Bissau,Guinea-Bissau,"África y Medio Oriente","Africa and Middle East"
"Memorandum de Entendimiento entre el Gobierno de la República Argentina y el Gobierno de la República de Corea para el Establecimiento de una Comisión Mixta",Vigente,"Comisión Mixta
Relaciones diplomáticas",28/10/1991,1991,"Corea, República de",KOR,Corea,Korea,"Asia y Oceanía","Asia and Oceania"
"Declaración conjunta de los Señores Cancilleres de la República Argentina y la República del Paraguay",,"Comisión Mixta
Energía
Licitaciones
MERCOSUR
Represas
Ríos Internacionales",30/10/1991,1991,Paraguay,PRY,Paraguay,Paraguay,América,America
"Compromiso para someter a arbitraje el recorrido de la traza del Límite entre la República Argentina y la República de Chile en el Sector comprendido entre el Hito 62 y el Monte Fitz Roy",Vigente,"Arbitraje
Límites
Solución de controversias
Territorio",31/10/1991,1991,Chile,CHL,Chile,Chile,América,America
"Memorándum de Entendimiento Argentino-Español sobre la Celebración de un Acuerdo de Cooperación Técnica Sanitaria-Fitosanitaria",,"Fitosanitarios
Interinstitucionales
Salud animal",31/10/1991,1991,España,ESP,España,Spain,Europa,Europe
"Convenio entre el Gobierno de la República Argentina y el Gobierno de Canadá para la Promoción y Protección de Inversiones",Vigente,"Promoción y protección de inversiones",05/11/1991,1991,Canadá,CAN,Canadá,Canada,América,America
"Tratado entre la República Argentina y los Estados Unidos de América sobre Promoción y Protección Recíproca de Inversiones, Protocolo y Nota","Vigente con Modificaciones","Promoción y protección de inversiones",14/11/1991,1991,"Estados Unidos de América",USA,"Estados Unidos","United States",América,America
"Convenio sobre Prevención del Uso Indebido y Represión del Tráfico Ilícito de Estupefacientes y Sustancias Sicotrópicas entre el Gobierno de la República Argentina y el Gobierno de la República de Guatemala",Vigente,"Comisión Mixta
Cooperación técnica
Cursos y seminarios
Drogas
Ilícitos transnacionales
Intercambio de expertos
Narcotráfico",19/11/1991,1991,Guatemala,GTM,Guatemala,Guatemala,América,America
"Acuerdo de Cooperación Universitaria entre las Universidades de El Salvador (BsAs) de la República Argentina  y y la Universidad de Georgia (Athens) de los Estados Unidos de América",Vigente,"Cooperación
Educación
Interinstitucionales
Universidades",20/11/1991,1991,"Estados Unidos de América",USA,"Estados Unidos","United States",América,America
"Convenio entre el Gobierno de la República Argentina y el Gobierno del Reino de Suecia para la Promoción y Protección recíproca de Inversiones y Protocolo",Vigente,"Inversiones
Promoción y protección de inversiones",22/11/1991,1991,Suecia,SWE,Suecia,Sweden,Europa,Europe
"Acuerdo de cooperación entre la Presidencia de la Nación de la R.A. y la Presidencia de la R.O.U. en el área de Informática",Vigente,"Cooperación técnica
Informática
Tecnología
Transferencia de tecnología",25/11/1991,1991,Uruguay,URY,Uruguay,Uruguay,América,America
"Acuerdo entre la República Argentina y los Estados Unidos de América con relación a la Consolidación de la Deuda",Vigente,Economía,06/12/1991,1991,"Estados Unidos de América",USA,"Estados Unidos","United States",América,America
"Memorándum de Entendimiento entre la United States Securities and Exchange Commission y la Comisión Nacional de Valores de la República Argentina sobre Consultas y Asistencia Técnica y Mutua Asistencia para el Intercambio de Información",Vigente,"Cultura, Ciencia Y Técnica
Economía
Interinstitucionales",09/12/1991,1991,"Estados Unidos de América",USA,"Estados Unidos","United States",América,America
"Acuerdo por notas reversales entre el Gobierno del Japón y el Gobierno de la República Argentina sobre suministro de equipos del laboratorio de lengua al Instituto de Enseñanza Superior en Lenguas Vivas J. R. Fernández",Vigente,"Bancos
Cooperación
Cultura, Ciencia Y Técnica
Educación
Puertos
Transporte por agua",10/12/1991,1991,Japón,JPN,Japón,Japan,"Asia y Oceanía","Asia and Oceania"
"Memorandum de Entendimiento entre Agentes de la República Argentina y la República de Chile.",Vigente,"Arbitraje
Cooperación técnica
Derecho procesal
Funcionarios
Interinstitucionales",16/12/1991,1991,Chile,CHL,Chile,Chile,América,America
"Solicitud conjunta Argentino-Uruguaya de opinión consultiva a la Corte Interamericana de Derechos Humanos",,"Consultas
Derechos Humanos",17/12/1991,1991,Uruguay,URY,Uruguay,Uruguay,América,America
"Declaración conjunta Argentino-Uruguaya",,"Comisión Mixta
Comunicaciones
Cooperación
Cuenca del Plata
Energía
Fronteras
Gas
Integración Varios
Medio Ambiente
Pesca y Caza Marítima
Represas
Ríos Internacionales
Turismo",27/12/1991,1991,Uruguay,URY,Uruguay,Uruguay,América,America
"Memorandum de entendimiento entre los Ministerios de Relaciones Exteriores de Argentina y Uruguay",,"ALADI
Comercio
Gas",27/12/1991,1991,Uruguay,URY,Uruguay,Uruguay,América,America
"Protocolo sobre el establecimiento de Relaciones Diplomáticas entre la República Argentina y Ucrania,",Vigente,"Relaciones diplomáticas",06/01/1992,1992,Ucrania,UKR,Ucrania,Ukraine,Europa,Europe
"Comunicado Conjunto argentina-belice",,"Amistad
Cooperación
Relaciones diplomáticas",08/01/1992,1992,Belice,BLZ,Belice,Belize,América,America
"Protocolo de establecimiento de Relaciones Diplomáticas entre la República Argentina y Belice",Vigente,"Relaciones diplomáticas
Relaciones exteriores
Relaciones Internacionales",08/01/1992,1992,Belice,BLZ,Belice,Belize,América,America
"Acuerdo por canje de notas entre la República Argentina y la República del Paraguay relativo al cronograma de ejecución de las obras del proyecto Yacyretá",Vigente,"Cooperación técnica
Energía
Infraestructura
Yacyretá",09/01/1992,1992,Paraguay,PRY,Paraguay,Paraguay,América,America
"Acuerdo por canje de notas entre la República Argentina y la República del Paraguay relativo al financiamiento y tarifa del Proyecto Yacyretá",Vigente,"Deuda
Empresas
Energía
Finanzas
Pagos
Yacyretá",09/01/1992,1992,Paraguay,PRY,Paraguay,Paraguay,América,America
"Acuerdo por canje de notas entre la República Argentina y la República del Paraguay relativo al funcionamiento interno de la Entidad Binacional Yaciretá",Vigente,"Competencia
Empresas
Energía
Sedes
Trabajo
Yacyretá",09/01/1992,1992,Paraguay,PRY,Paraguay,Paraguay,América,America
"Protocolo sobre Establecimiento de Relaciones Diplomáticas entre la República Argentina y la República de Armenia",Vigente,"Derecho diplomático
Política
Relaciones diplomáticas
Relaciones exteriores
Relaciones Internacionales",17/01/1992,1992,Armenia,ARM,Armenia,Armenia,"Asia y Oceanía","Asia and Oceania"
"Acuerdo entre la República Argentina y el Reino Unido de Gran Bretaña e Irlanda del Norte sobre Servicios Aéreos",Vigente,"Servicios aéreos",24/01/1992,1992,"Reino Unido de G. Bretaña e Irlanda del N",GBR,"Reino Unido","United Kingdom",Europa,Europe
"Acuerdo por canje de notas sobre eliminación de Visado (Hong Kong) entre la República Argentina y el Reino Unido de Gran Bretaña e Irlanda del Norte.",Vigente,Visas,24/01/1992,1992,"Reino Unido de G. Bretaña e Irlanda del N",GBR,"Reino Unido","United Kingdom",Europa,Europe
"Convenio por canje de notas entre los Gobiernos de la República Argentina y del Reino Unido de Gran Bretaña e Irlanda del Norte para autorizar que familiares a cargo de funcionarios diplomáticos y consulares realicen trabajos remunerados",Vigente,"Trabajo de familiares",24/01/1992,1992,"Reino Unido de G. Bretaña e Irlanda del N",GBR,"Reino Unido","United Kingdom",Europa,Europe
"Acuerdo de Cooperación para reducir la demanda e impedir el consumo indebido de estupefacientes y sustancias psicotrópicas entre la República Argentina y la República de Costa Rica","En aplicación provisional","Cooperación
Drogas
Narcotráfico",27/01/1992,1992,"Costa Rica",CRI,"Costa Rica","Costa Rica",América,America
"Acuerdo por canje de notas entre la Argentina y el Japón sobre Renegociación de la Deuda en base a la Ronda del Club de París del 19/09/1991",Vigente,"Deuda
Finanzas",28/01/1992,1992,Japón,JPN,Japón,Japan,"Asia y Oceanía","Asia and Oceania"
"Declaración Conjunta de los Cancilleres de la República Argentina y de la República de Bolivia",,"Comercio
Gas
Infraestructura
Recursos hídricos",31/01/1992,1992,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Acuerdo por Canje de Notas entre el Gobierno de la República Argentina y el Gobierno  de la República de Cuba prorrogando el Acta de entendimiento entre las autoridades aeronáuticas por un año desde el 1° de junio de 1991",Extinguido,"Aeronáutica
Cooperación
Transporte aéreo",01/02/1992,1992,Cuba,CUB,Cuba,Cuba,América,America
"Memorándum de Entendimiento entre el Gobierno de la República Argentina y el Gobierno del Reino de los Países Bajos para la Extracción del Combustible remanente en el casco hundido del buque ARA ""Bahía Paraíso"" - en inglés",Vigente,"Cooperación técnica",18/02/1992,1992,"Países Bajos",NLD,"Países Bajos",Netherlands,Europa,Europe
"Acuerdo entre el Gobierno de la República Argentina y el Gobierno de la República Italiana para la Consolidación de la Deuda en el Marco del Acta del Club de París del 21/12/1989 y nota de la misma fecha",Vigente,"Deuda
Finanzas
Pagos",21/02/1992,1992,Italia,ITA,Italia,Italy,Europa,Europe
"Acuerdo por canje de Notas  entre el Gobierno de la República Argentina y el Gobierno de la República Italiana relativo a la aprobación de proyectos de Pequeñas y Medianas Empresas",,"Empresas
Pequeña y mediana empresa",25/02/1992,1992,Italia,ITA,Italia,Italy,Europa,Europe
"Acuerdo por Canje de Notas entre el Gobierno de la República Argentina y el Gobierno de la República Italiana modificatorio del Acuerdo para el Establecimiento de la Secretaría Permanente Argentino-Italiana y de otros Organos previstos por el Tratado y el Acta firmados en Roma el 10 de diciembre de 1987",Vigente,"Cooperación
Desarrollo",25/02/1992,1992,Italia,ITA,Italia,Italy,Europa,Europe
"Acuerdo sobre Transporte Aéreo entre el Gobierno de la República Argentina y el Gobierno de Australia","No está en vigor",,11/03/1992,1992,Australia,AUS,Australia,Australia,"Asia y Oceanía","Asia and Oceania"
"Declaración de los Señores Presidentes de la República Argentina y la República del Paraguay",,"Cooperación técnica
Energía
Grupo De Río
Infraestructura
Integración Varios
Recursos hídricos
Ríos Internacionales",13/03/1992,1992,Paraguay,PRY,Paraguay,Paraguay,América,America
"Memorándum de Entendimiento entre el Ministerio de Relaciones Exteriores y Culto de la República Argentina y el Ministerio de Asuntos Exteriores de la República Popular de Hungría",Vigente,Interinstitucionales,16/03/1992,1992,Hungría,HUN,Hungría,Hungary,Europa,Europe
"ACUERDO POR CANJE DE NOTAS PARA LA REFINANCIACION DE LA DEUDA EN EL MARCO DEL ACTA MULTLATERAL DEL CLUB DE PARIS DEL 19/9/1991 (ACUERDO DEUDA N° 4[1991] Y ENMIENDA AL ACUERDO n° 3 ([1989]).",Vigente,"Deuda
Pagos",17/03/1992,1992,"Reino Unido de G. Bretaña e Irlanda del N",GBR,"Reino Unido","United Kingdom",Europa,Europe
"Acuerdo General de Cooperación entre la República Argentina y la República de Letonia","No está en vigor",Cooperación,19/03/1992,1992,Letonia,LVA,Letonia,Latvia,Europa,Europe
