Title,Status,Tags,"Sign date","Sign year","Counterpart (original)","Counterpart ISO","Counterpart SPA","Counterpart ENG","Region SPA","Region ENG"
"Protocolo sobre neutralidad entre Argentina y Uruguay",,"Amistad
Cooperación
Deberes y Derechos de los Estados.
Derecho Internacional Público
Relaciones exteriores
Solución de controversias",20/10/1863,1863,Uruguay,URY,Uruguay,Uruguay,América,America
"Protocolo entre la República Argentina y el Emperador del Brasil para el pago de una deuda contraída por las Provincias de Entre Ríos y Corrientes para derrocar la Dictadura de Rosas",,"Deuda
Finanzas
Pagos
Provincias argentinas",04/12/1863,1863,Brasil,BRA,Brasil,Brazil,América,America
"Arreglo Argentino-Francés para el pago de la Deuda por los Auxilios de Ganados que dieron a la Provincia de Corrientes",,"Conflictos armados
Provincias argentinas",06/12/1863,1863,Francia,FRA,Francia,France,Europa,Europe
"Arreglo Argentino-Francés por el pago de Deuda por Servicios Personales prestados por Pedro Belt",,"Conflictos armados
Pagos
Provincias argentinas",12/12/1863,1863,Francia,FRA,Francia,France,Europa,Europe
"Convenio para el Pago de Indemnizaciones entre la República Argentina y Su Majestad Británica.",,"Pagos
Tratados",25/01/1864,1864,"Reino Unido de G. Bretaña e Irlanda del N",GBR,"Reino Unido","United Kingdom",Europa,Europe
"Convenio para el pago de la deuda a súbditos franceses",Extinguido,"Conflictos armados
Pagos",25/01/1864,1864,Francia,FRA,Francia,France,Europa,Europe
"Arreglo Argentino-Francés para el pago de la Deuda por la pérdida de Hacienda, Auxilio a las Tropas al mando del Gral Paz y detencion de la Goleta ""La Amistad""",,"Conflictos armados
Deuda
Pagos",05/02/1864,1864,Francia,FRA,Francia,France,Europa,Europe
"Protocolo de la Conferencia entre el Gobierno de la República Argentina y el Gobierno de S. M. el Emperador del Brasil sobre los asuntos orientales y el armamento de la Isla Martín García",,"Defensa
Libre circulación
Ríos Internacionales
Seguridad
Soberanía
Territorio
Transporte por agua",25/02/1864,1864,Brasil,BRA,Brasil,Brazil,América,America
"Arreglo Argentino-Francés para el Pago de la Deuda por Suministro de Pertrechos para el Ejercito Sitiado en 1853",,"Conflictos armados
Pagos",06/03/1864,1864,Francia,FRA,Francia,France,Europa,Europe
"Arreglo Argentino-Francés  para el pago de la Deuda por el saqueo de un Negocio en Sociedad en la Provincia de Corrientes en 1839",,"Deuda
Pagos
Provincias argentinas",18/03/1864,1864,Francia,FRA,Francia,France,Europa,Europe
"Arreglo Argentino-Francés para el pago de la Deuda por gastos de Emigracion forzada de la Ciudad de Cordoba y Privacion de Industria y Giro Comercial",,"Conflictos armados
Pagos
Provincias argentinas",20/03/1864,1864,Francia,FRA,Francia,France,Europa,Europe
"Convenio para el Pago de Indemnizaciones a súbditos italianos",Extinguido,Pagos,03/05/1864,1864,Italia,ITA,Italia,Italy,Europa,Europe
"Arreglo Argentino-Francés para el pago de Deuda por un Empréstito forzoso en la Provincia de Corrientes",,"Conflictos armados
Deuda
Pagos
Provincias argentinas",18/06/1864,1864,Francia,FRA,Francia,France,Europa,Europe
"Protocolo para el Arreglo de las Reclamaciones Presentados al Gobierno Argentino por el de Su Majestad Británica",Extinguido,Pagos,15/07/1864,1864,"Reino Unido de G. Bretaña e Irlanda del N",GBR,"Reino Unido","United Kingdom",Europa,Europe
"Protocolo aprobando la liquidación practicada por la Contaduría Nacional de las cantidades que deben entregarse al Brasil",,"Deuda
Finanzas
Pagos",22/07/1864,1864,Brasil,BRA,Brasil,Brazil,América,America
"Protocolo relativo al mantenimiento de los Tratados que garanticen la independencia, soberanía e integridad territorial de la República Oriental del Uruguay entre el Gobierno argentino y el Gobierno de Su Majestad el Emperador del Brasil",Vigente,"Amistad
Derecho de los Tratados
Soberanía
Territorio",22/08/1864,1864,Brasil,BRA,Brasil,Brazil,América,America
"Arreglo Argentino-Francés Relativo al Perjuicio por Secuestro y Confiscación de un Establecimiento de Curtiembre y la Destrucción de varios otros en la Provincia de Tucumán",,"Deuda
Pagos
Provincias argentinas",16/09/1864,1864,Francia,FRA,Francia,France,Europa,Europe
"Arreglo Argentino-Frrancés por los Perjuicios derivados de la Confiscación de una Fábrica de Curtiembre y un Establecimiento de Campo en la Provincia de Tucumán",,"Conflictos armados
Deuda
Pagos
Provincias argentinas",21/10/1864,1864,Francia,FRA,Francia,France,Europa,Europe
"Arreglo Argentino-Francés por la reclamación del Sr Domingo Anglade",,"Conflictos armados
Deuda
Pagos",10/11/1864,1864,Francia,FRA,Francia,France,Europa,Europe
"Arreglo Argentino-Francés rechazando el Reclamo por Perjuicios Personales del Sr. Enrique Roque",,"Conflictos armados
Deuda
Pagos",10/11/1864,1864,Francia,FRA,Francia,France,Europa,Europe
"Arreglo Argentino-Francés sobre el reclamo por el Embargo de una Casa Particular en Concordia en 1842, Empréstitos forzosos y la destrucción de una Casa de Negocios también en Concordia",,Pagos,01/12/1864,1864,Francia,FRA,Francia,France,Europa,Europe
"Arreglo Argentino-Francés sobre el reclamo por los perjuicios derivados del Despojo de las Facturas y Cargamentos depositados en la Casa del Dr. Francisco Pons",,"Conflictos armados
Deuda
Pagos",01/12/1864,1864,Francia,FRA,Francia,France,Europa,Europe
"Arreglo Argentino-Francés por la Destrucción de la Tercera parte de los Arboles y Plantas de una Quinta de propiedad del Señor Francisco Coblanc",,"Conflictos armados
Deuda
Pagos",12/01/1865,1865,Francia,FRA,Francia,France,Europa,Europe
"Protocolo por el que se designa al Presidente de la República de Chile, árbitro de la cuestión mencionada en el Protocolo del 15.7.1864","No está en vigor",Arbitraje,18/01/1865,1865,"Reino Unido de G. Bretaña e Irlanda del N",GBR,"Reino Unido","United Kingdom",Europa,Europe
"Protocolo relativo al arreglo de varias reclamaciones pendientes con la República de Chile",,"Consulares
Derecho civil
Jurisdicción",14/03/1865,1865,Chile,CHL,Chile,Chile,América,America
"Arreglo Argentino-Francés por el Reclamo realizado por el Apresamiento del Lanchon Dolores",,"Conflictos armados
Deuda
Pagos
Transporte por agua",16/03/1865,1865,Francia,FRA,Francia,France,Europa,Europe
"Convención entre el Gobierno de la República Argentina y el Gobierno de la República de Chile para determinar y complementar algunas estipulaciones del Tratado del 30 de agosto de 1855",Vigente,"Comunicaciones
Fronteras
Jurisdicción
Servicios postales",05/04/1865,1865,Chile,CHL,Chile,Chile,América,America
"Arreglo Argentino-Francés por los Perjuicios provocados por el saqueo de una Casa de Negocios y por la Destrucción completa de un Establecimiento de Campo en los años 1840 y 1842",,"Conflictos armados
Deuda
Pagos",20/04/1865,1865,Francia,FRA,Francia,France,Europa,Europe
"Convención especial de extradición entre la República Argentina y la República de Bolivia.","No está en vigor","Asistencia judicial
Cooperación
Extradición",02/05/1865,1865,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Convención postal entre el Gobierno de la República Argentina y el Gobierno de la República de Bolivia.","No está en vigor","Comunicaciones
Cooperación
Servicios postales",02/05/1865,1865,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Tratado de paz, amistad, comercio y navegación entre el Gobierno de la República Argentina y el Gobierno de la República de Bolivia","No está en vigor","Amistad
Comercio
Cooperación
Transporte por agua",02/05/1865,1865,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Arreglo Argentino-Francés sobre el Reclamo relativo a la destrucción de un Establecimiento de ""Calera"" en la Provincia de Entre Rios en 1842",,"Conflictos armados
Deuda
Pagos
Provincias argentinas",18/05/1865,1865,Francia,FRA,Francia,France,Europa,Europe
"Protocolo entre la República Argentina y el Gobierno de Su Majestad el Emperador del Brasil por el que se concede a la Argentina un empréstito por 1.000.000 de pesos fuertes",,"Deuda
Finanzas",31/05/1865,1865,Brasil,BRA,Brasil,Brazil,América,America
"Convención Postal entre Argentina y Uruguay",,"Publicaciones
Seguridad
Servicios postales
Transporte por agua",14/06/1865,1865,Uruguay,URY,Uruguay,Uruguay,América,America
"Tratado de extradición entre la República Argentina y la República Oriental del Uruguay",Extinguido,"Asistencia judicial
Asuntos penales y ética
Extradición",14/06/1865,1865,Uruguay,URY,Uruguay,Uruguay,América,America
"Protocolo sobre Indemnización a Simón Ernthal (Estados Unidos de América)",Extinguido,"Asuntos consulares",01/08/1865,1865,"Estados Unidos de América",USA,"Estados Unidos","United States",América,America
"Arreglo Argentino-Francés sobre Empréstitos forzosos que impuso la Autoridad de Tucumán",,"Conflictos armados
Deuda
Pagos
Provincias argentinas",04/10/1865,1865,Francia,FRA,Francia,France,Europa,Europe
"Arreglo Argentino-Francés sobre el Reclamo por el Saqueo de muebles perpetrado el 3  de Febrero de 1852 y por la Ocupación de la Quinta del Sr. Aubain en Palermo",,"Deuda
Pagos",05/10/1865,1865,Francia,FRA,Francia,France,Europa,Europe
"Arreglo Argentino-Francés sobre el Reclamo por la destrucción que sufrió una Casa durante el Asedio a la Ciudad de Buenos Aires en 1852",,"Conflictos armados
Deuda
Pagos",05/10/1865,1865,Francia,FRA,Francia,France,Europa,Europe
"Protocolo Argentino-Francés para la elevación al Superior Gobierno de la Cuestión del saqueo de la Casa de Comercio del Sr. Pedro Garat en los primeros días de Febrero de 1852",,"Conflictos armados
Deuda
Pagos",05/10/1865,1865,Francia,FRA,Francia,France,Europa,Europe
"Arreglo Argentino-Francés por el Reclamo de Pago de Pasto",,"Conflictos armados
Deuda
Pagos",11/10/1865,1865,Francia,FRA,Francia,France,Europa,Europe
"Protocolo de Conclusión de los Arreglos y Reclamos de Súbditos Franceses",,"Conflictos armados
Pagos",11/10/1865,1865,Francia,FRA,Francia,France,Europa,Europe
"Protocolo entre la República Argentina y Su Majestad el Emperador del Brasil relativo a un nuevo empréstito de 1.000.000 de pesos fuertes concedido a la Argentina",,"Deuda
Finanzas",01/02/1866,1866,Brasil,BRA,Brasil,Brazil,América,America
"Protocolo de prórroga para el canje de ratificaciones del Tratado de paz, amistad, comercio y navegación, y de las Convenciones de extradición y postal entre el Gobierno de la República Argentina y el Gobierno de la República de Bolivia.",Extinguido,"Amistad
Asistencia judicial
Comercio
Cooperación
Derecho de los Tratados
Extradición
Servicios postales
Transporte por agua",10/04/1866,1866,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Protocolo de prórroga de la vigencia del Tratado de Amistad, Comercio y Navegación del 21/09/1855 entre la Confederación Argentina y el Rey de Italia.",Extinguido,Amistad,23/06/1868,1868,Italia,ITA,Italia,Italy,Europa,Europe
"Convención postal entre el Gobierno de la República Argentina y el Gobierno de la República de Bolivia.",Extinguido,"Comunicaciones
Cooperación
Servicios postales",09/07/1868,1868,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Convención sobre extradición de criminales entre el Gobierno de la República Argentina y el Gobierno de la República de Bolivia.",Extinguido,"Asistencia judicial
Asuntos penales y ética
Cooperación
Extradición",09/07/1868,1868,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Proceso verbal relativo a la fijación de la firma del Tratado de amistad, comercio y navegación entre el Gobierno de la República Argentina y el Gobierno de la República de Bolivia.",Vigente,"Amistad
Comercio
Derecho de los Tratados
Transporte por agua",09/07/1868,1868,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Protocolo sobre modificaciones a la Convención de extradición entre el Gobierno de la República Argentina y el Gobierno de la República de Bolivia.","No está en vigor","Asistencia judicial
Cooperación
Extradición",09/07/1868,1868,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Tratado de Amistad, Comercio y Navegación entre el Gobierno de la República Argentina y el Gobierno de la República de Bolivia.",Vigente,"Amistad
Comercio
Comunicaciones
Fronteras
Servicio militar
Solución de controversias
Transporte por agua",09/07/1868,1868,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Convenio de Extradición entre la República Argentina y el Rey de Italia.",Extinguido,Extradición,25/07/1868,1868,Italia,ITA,Italia,Italy,Europa,Europe
"Protocolo de prórroga de la vigencia del Tratado de Amistad, Comercio y Navegación del 21/09/1855 entre la República Argentina y el Rey de Italia",Extinguido,Amistad,03/09/1868,1868,Italia,ITA,Italia,Italy,Europa,Europe
"Protocolo por el que la Argentina, en cumplimiento del Tratado General del 16.7.1863, se compromete a pagar el rescate del peaje de los buques argentinos en el Río Escalda(Bélgica)",,"Buques
Transporte por agua",02/10/1868,1868,Bélgica,BEL,Bélgica,Belgium,Europa,Europe
"Protocolo entre la República Argentina y Su Majestad el Emperador del Brasil para celebrar un ajuste sobre los pagos de los empréstitos hechos por el Brasil a la Argentina en los años 1851, 1857, 1865 y 1866",,"Deuda
Finanzas
Pagos
Seguridad",12/01/1869,1869,Brasil,BRA,Brasil,Brazil,América,America
"Protocolo modificatorio de la Convención de Extradición del 9.7.1868 entre el Gobierno de la República Argentina y el Gobierno de la República de Bolivia.",Extinguido,"Asistencia judicial
Cooperación
Extradición",27/02/1869,1869,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Protocolo por el que se cancela el artículo 20 del Tratado de amistad, comercio y navegación del 9.12.1868, y por el que se adopta una fórmula para el arreglo de cuestiones de límites entre el Gobierno de la República Argentina y el Gobierno de la República de Bolivia.",,"Cooperación
Fronteras
Límites
Territorio",27/02/1869,1869,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Protocolo relativo a la organización de 4 correos mensuales entre Potosí y Jujuy, de conformidad con el artículo 4 de la Convención postal del 9.7.1868 entre el Gobierno de la República Argentina y el Gobierno de la República de Bolivia.",Extinguido,"Comunicaciones
Cooperación
Servicios postales",27/02/1869,1869,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Protocolo relativo al Artículo 4° de la Convención Postal vigente con la República de Bolivia",,"Comunicaciones
Servicios postales",27/02/1869,1869,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Convención de extradición entre la República Argentina y la República de Bolivia.",Extinguido,"Asistencia judicial
Asuntos penales y ética
Cooperación
Extradición",03/03/1869,1869,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Convenio por el que se extiende el beneficio de los correos y postas internacionales a la línea fronteriza de la ciudad de Salta a Calama entre el Gobierno de la República Argentina y el Gobierno de la República de Bolivia.","No está en vigor","Comunicaciones
Fronteras
Servicios postales",10/03/1869,1869,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Protocolo relativo al inciso 2° del artículo 1° de la Convención postal del 9.7.1868 entre el Gobierno de la República Argentina y el Gobierno de la República de Bolivia.",Extinguido,"Servicios postales",10/03/1869,1869,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
